compound_id,canonical_flavor,flavor_group
13898,green,green
12004,cinnamon,balsamic
12005,cinnamon,balsamic
12005,plum,fruity
8054,coconut,fruity
8054,strawberre,fruity
15995,sweet,balsamic
15995,carawae,herbaceous
15995,spice,spicy
8725,spice,spicy
8725,green,green
9843,sweet,balsamic
9843,lavender,floral
9843,fruit,fruity
11888,vanilla,balsamic
11888,woode,woody
11404,cucumber,vegetable
29797,vegetable,vegetable
2954,earth,earthy
12411,sweet,balsamic
12411,fruit,fruity
12411,mushroom,earthy
12411,floral,floral
12411,raspberre,fruity
12411,green,green
14591,woode,woody
878,spice,spicy
878,sweet,balsamic
8392,spice,spicy
8392,fruit,fruity
1060,spice,spicy
2987,sweet,balsamic
2987,fruit,fruity
2987,apple,fruity
2987,brande,wine_like
9340,citru,citrus
9340,fruit,fruity
764,fat,fatty
764,oile,fatty
764,mushroom,earthy
9315,fruit,fruity
9315,floral,floral
19938,lile,floral
19938,green,green
10554,spice,spicy
10554,floral,floral
10554,sweet,balsamic
10554,cinnamon,balsamic
10554,cherre,fruity
10554,vanilla,balsamic
10964,nut,nutty
10542,sweet,balsamic
9311,fruit,fruity
9311,green,green
12829,apple,fruity
12829,banana,fruity
12829,fruit,fruity
20150,hyacinth,floral
20150,rose,floral
20150,honee,balsamic
20150,fruit,fruity
20150,rum,wine_like
14408,sweet,balsamic
14408,citru,citrus
14408,grapefruit,fruity
14408,woode,woody
14408,orange,citrus
14408,oile,fatty
16307,sweet,balsamic
16307,nut,nutty
16307,rose,floral
20165,sweet,balsamic
20165,honee,balsamic
20165,floral,floral
20165,apricot,fruity
20165,rose,floral
29920,fruit,fruity
10232,woode,woody
10232,floral,floral
10232,nut,nutty
16841,fruit,fruity
16841,peach,fruity
16841,cherre,fruity
16841,almond,nutty
10529,sweet,balsamic
10529,spice,spicy
10529,vanilla,balsamic
10529,woode,woody
12870,green,green
12870,fruit,fruity
8367,sweet,balsamic
8367,fruit,fruity
15048,oile,fatty
15048,coconut,fruity
15048,green,green
12453,sweet,balsamic
12453,fruit,fruity
12453,banana,fruity
12453,pineapple,fruity
8252,green,green
12883,fruit,fruity
12883,floral,floral
12883,mango,fruity
12883,pineapple,fruity
13626,balsam,balsamic
13626,rose,floral
22003,fat,fatty
22003,peach,fruity
22003,fruit,fruity
8240,fruit,fruity
9269,green,green
9269,floral,floral
18148,sweet,balsamic
18148,floral,floral
18148,violet,floral
18148,woode,woody
3346,lavender,floral
3346,sweet,balsamic
3346,mushroom,earthy
3248,sweet,balsamic
3248,caramel,balsamic
2918,rose,floral
2918,soape,soapy
2918,floral,floral
2918,citru,citrus
16449,sweet,balsamic
16449,floral,floral
16449,fruit,fruity
13863,woode,woody
29867,fruit,fruity
29867,green,green
2917,soape,soapy
2917,floral,floral
2917,citru,citrus
2917,green,green
2917,fat,fatty
8742,balsam,balsamic
8742,fruit,fruity
19991,green,green
19991,fruit,fruity
16241,fruit,fruity
16241,floral,floral
16241,green,green
16241,geranium,floral
15037,meat,meaty
9571,green,green
9571,apple,fruity
9571,sweet,balsamic
9571,fruit,fruity
9571,pineapple,fruity
16842,spice,spicy
16842,balsam,balsamic
11131,sweet,balsamic
11131,spice,spicy
11131,balsam,balsamic
11131,cinnamon,balsamic
11131,vanilla,balsamic
12397,fruit,fruity
12397,clove,herbaceous
21569,minte,minty
21569,green,green
21569,nut,nutty
21569,honee,balsamic
14103,sweet,balsamic
14103,cream,fatty
14103,fat,fatty
16196,rose,floral
16196,geranium,floral
8267,floral,floral
8267,green,green
8267,hyacinth,floral
16869,sulfur,chemical
8234,green,green
8234,apple,fruity
8234,orange,citrus
8234,tomato,vegetable
3310,sweet,balsamic
3310,spice,spicy
3310,fruit,fruity
15530,cheese,fatty
15530,minte,minty
15530,spice,spicy
20173,sweet,balsamic
20173,fruit,fruity
20173,floral,floral
20173,berre,fruity
20173,green,green
20173,pineapple,fruity
14701,woode,woody
14701,cedar,woody
1276,meat,meaty
1276,cabbage,vegetable
2338,fat,fatty
10513,sweet,balsamic
10513,smoke,smoky
10513,woode,woody
14852,honee,balsamic
14852,berre,fruity
9292,spice,spicy
12828,fruit,fruity
29859,muste,earthy
10897,sulfur,chemical
9858,fish,fishy
9858,corn,vegetable
9961,oile,fatty
9961,fat,fatty
21556,fruit,fruity
16835,muste,earthy
15317,fat,fatty
15317,floral,floral
15317,fruit,fruity
16354,green,green
16354,soape,soapy
12586,green,green
12586,orange,citrus
12586,rose,floral
12586,mushroom,earthy
19502,floral,floral
19502,sweet,balsamic
19502,earth,earthy
13908,sweet,balsamic
13908,floral,floral
13908,fruit,fruity
13908,violet,floral
13908,woode,woody
8150,minte,minty
8150,medicinal,medicinal
16880,peach,fruity
16880,oile,fatty
16880,coconut,fruity
21206,muste,earthy
21206,vegetable,vegetable
14402,fruit,fruity
14402,sweet,balsamic
14402,rose,floral
14402,tobacco,tobacco
12867,animal,animal
12867,fruit,fruity
17557,sweet,balsamic
17557,fruit,fruity
12458,fruit,fruity
12458,muste,earthy
12458,sweet,balsamic
8355,green,green
8355,fruit,fruity
8355,apple,fruity
8355,pear,fruity
15076,green,green
15076,floral,floral
2729,spice,spicy
2729,clove,herbaceous
19517,mushroom,earthy
9831,fruit,fruity
9831,grape,fruity
10502,sweet,balsamic
10502,tobacco,tobacco
10502,honee,balsamic
11908,sweet,balsamic
871,sweet,balsamic
871,floral,floral
871,vanilla,balsamic
10553,floral,floral
10553,spice,spicy
10553,wintergreen,green
10553,anise,balsamic
8305,nut,nutty
8305,muste,earthy
8781,earth,earthy
9046,green,green
13525,woode,woody
13525,sweet,balsamic
13525,lemon,citrus
17549,woode,woody
17549,lavender,floral
14300,sweet,balsamic
1368,honee,balsamic
1368,fruit,fruity
1368,balsam,balsamic
1368,floral,floral
9547,green,green
9547,fat,fatty
17585,green,green
17585,fruit,fruity
17585,pear,fruity
20378,sweet,balsamic
20378,earth,earthy
16197,fruit,fruity
16197,berre,fruity
16197,geranium,floral
13718,nut,nutty
19949,green,green
19949,citru,citrus
29841,green,green
29841,floral,floral
29841,geranium,floral
11046,sulfur,chemical
13909,floral,floral
13909,lile,floral
13909,woode,woody
13909,oile,fatty
8296,sweet,balsamic
8296,rum,wine_like
8237,green,green
8237,fruit,fruity
8237,caramel,balsamic
6579,woode,woody
14978,spice,spicy
8775,soape,soapy
8775,fruit,fruity
8775,peanut,nutty
10547,floral,floral
10547,fruit,fruity
12454,sweet,balsamic
12454,fruit,fruity
12454,pineapple,fruity
12454,green,green
2022,plastic,chemical
2022,green,green
2022,fruit,fruity
2022,vegetable,vegetable
12858,spice,spicy
12858,woode,woody
14620,sweet,balsamic
14620,floral,floral
14620,citru,citrus
15070,sweet,balsamic
15070,fruit,fruity
15070,melon,citrus
15070,berre,fruity
19927,fruit,fruity
3194,vegetable,vegetable
3194,oile,fatty
3194,caramel,balsamic
16200,floral,floral
16200,honee,balsamic
16200,geranium,floral
14487,sweet,balsamic
14487,woode,woody
14487,floral,floral
14487,fruit,fruity
9195,fruit,fruity
9195,floral,floral
9195,geranium,floral
9195,leafe,green
12110,fruit,fruity
20543,floral,floral
10381,butter,fatty
9019,earth,earthy
9019,mushroom,earthy
9019,rose,floral
20553,tart,fruity
20553,fruit,fruity
20553,butter,balsamic
10078,sweet,balsamic
10078,coumarin,spicy
10078,coconut,fruity
3272,floral,floral
14470,minte,minty
10505,sweet,balsamic
10505,balsam,balsamic
19444,medicinal,medicinal
3482,minte,minty
8937,fish,fishy
16966,fruit,fruity
16966,pineapple,fruity
16966,peach,fruity
16966,apricot,fruity
16966,apple,fruity
12436,floral,floral
12436,plastic,chemical
12436,citru,citrus
12436,green,green
29840,woode,woody
29840,balsam,balsamic
17571,sweet,balsamic
17571,green,green
17571,fruit,fruity
17571,vegetable,vegetable
16953,woode,woody
16953,meat,meaty
16953,whiskee,wine_like
2076,sweet,balsamic
15270,floral,floral
15270,balsam,balsamic
15270,hyacinth,floral
15267,sweet,balsamic
15267,floral,floral
29903,woode,woody
16203,green,green
16203,floral,floral
12560,sweet,balsamic
12560,balsam,balsamic
12560,anise,balsamic
17627,fat,fatty
17627,fruit,fruity
17627,pineapple,fruity
3995,sweet,balsamic
12085,fruit,fruity
12085,pineapple,fruity
10803,sulfur,chemical
10803,green,green
14712,fruit,fruity
11930,animal,animal
11930,green,green
11930,fruit,fruity
17364,woode,woody
17364,floral,floral
16865,sweet,balsamic
16865,fruit,fruity
16865,green,green
16865,banana,fruity
16865,oile,fatty
16865,spice,spicy
16161,green,green
16161,sulfur,chemical
16161,corn,vegetable
10147,green,green
10147,fat,fatty
10147,tobacco,tobacco
10147,nut,nutty
8741,fruit,fruity
8741,floral,floral
15269,sweet,balsamic
15269,balsam,balsamic
15269,spice,spicy
15269,apricot,fruity
3246,fruit,fruity
3246,whiskee,wine_like
19998,sweet,balsamic
19998,orange,citrus
708,muste,earthy
708,spice,spicy
15602,woode,woody
15602,oile,fatty
29862,muste,earthy
8056,fruit,fruity
8056,spice,spicy
8056,sweet,balsamic
8056,coconut,fruity
8056,woode,woody
15392,sulfur,chemical
8174,green,green
8174,fruit,fruity
10977,meat,meaty
1344,floral,floral
1344,lile,floral
1344,green,green
13617,sweet,balsamic
13617,floral,floral
13617,honee,balsamic
13617,chocolate,balsamic
838,sweet,balsamic
838,cream,fatty
838,chocolate,balsamic
16338,sweet,balsamic
16338,fruit,fruity
4833,fruit,fruity
3478,fat,fatty
3478,cheese,fatty
3478,muste,earthy
3478,honee,balsamic
3478,caramel,balsamic
16142,green,green
12174,sweet,balsamic
12174,spice,spicy
12174,woode,woody
21925,fat,fatty
21925,sour,fatty
11634,green,green
11634,fruit,fruity
15874,fruit,fruity
15874,jam,fruity
9610,cream,fatty
9610,sweet,balsamic
9610,fruit,fruity
10403,citru,citrus
10403,orange,citrus
10403,melon,citrus
9963,coconut,fruity
9963,fruit,fruity
11901,sweet,balsamic
11901,balsam,balsamic
11901,fruit,fruity
20013,fruit,fruity
20013,green,green
20013,pear,fruity
14477,cedar,woody
16844,tobacco,tobacco
16844,animal,animal
16844,sweet,balsamic
12200,fruit,fruity
12200,muste,earthy
12200,sweet,balsamic
12200,wintergreen,green
8751,apple,fruity
8751,pineapple,fruity
8751,fruit,fruity
21934,fat,fatty
21934,oile,fatty
21934,nut,nutty
29808,green,green
11614,earth,earthy
11614,spice,spicy
11614,sweet,balsamic
11614,mushroom,earthy
20401,meat,meaty
3218,green,green
3218,apple,fruity
3218,woode,woody
8088,fat,fatty
8088,green,green
8088,fruit,fruity
8088,pineapple,fruity
8088,earth,earthy
16870,sweet,balsamic
16870,fruit,fruity
16870,caramel,balsamic
3243,fish,fishy
9612,minte,minty
21126,fruit,fruity
21126,pineapple,fruity
21126,balsam,balsamic
21126,spice,spicy
14503,minte,minty
14503,sweet,balsamic
19894,spice,spicy
19894,bacon,meaty
3266,tomato,vegetable
3266,cabbage,vegetable
9800,sulfur,chemical
16871,fruit,fruity
16871,floral,floral
16871,sweet,balsamic
16871,woode,woody
16871,pineapple,fruity
11413,sweet,balsamic
11413,green,green
8756,floral,floral
8756,lavender,floral
8756,citru,citrus
8756,fruit,fruity
15085,fruit,fruity
15085,spice,spicy
11415,floral,floral
11415,green,green
11415,sweet,balsamic
11415,woode,woody
9778,minte,minty
16935,woode,woody
19848,nut,nutty
728,sweet,balsamic
728,fruit,fruity
728,green,green
16302,green,green
16302,sweet,balsamic
16302,woode,woody
16302,clove,herbaceous
15027,floral,floral
11685,sweet,balsamic
11685,rose,floral
11685,cherre,fruity
11685,fruit,fruity
969,fruit,fruity
969,cream,fatty
969,pineapple,fruity
1293,green,green
1293,earth,earthy
1293,fat,fatty
2296,sweet,balsamic
2296,balsam,balsamic
2296,lile,floral
13396,fat,fatty
29931,oile,fatty
10233,honee,balsamic
10233,floral,floral
13621,floral,floral
13621,fruit,fruity
13621,honee,balsamic
13621,balsam,balsamic
12188,fat,fatty
15467,woode,woody
15467,green,green
2293,green,green
2293,fruit,fruity
2293,animal,animal
2293,pear,fruity
2293,pineapple,fruity
14664,sweet,balsamic
20018,fat,fatty
20018,oile,fatty
12004,sweet,balsamic
12004,balsam,balsamic
12004,cherre,fruity
9321,minte,minty
11412,green,green
11412,floral,floral
11412,balsam,balsamic
11412,fat,fatty
16763,floral,floral
16763,green,green
16763,fruit,fruity
16763,sweet,balsamic
16763,papaya,fruity
21921,floral,floral
9848,sweet,balsamic
9848,fruit,fruity
9848,fat,fatty
9848,green,green
19222,grapefruit,fruity
19222,orange,citrus
19222,fat,fatty
19222,citru,citrus
9607,fruit,fruity
9607,minte,minty
872,floral,floral
19975,sweet,balsamic
19975,fruit,fruity
19975,green,green
21911,fruit,fruity
21911,floral,floral
20371,green,green
20371,melon,citrus
20371,cantaloupe,fruity
20371,cucumber,vegetable
8545,green,green
8502,sulfur,chemical
8502,earth,earthy
21932,green,green
21932,hyacinth,floral
21932,leafe,green
8543,muste,earthy
8543,nut,nutty
8543,vegetable,vegetable
17422,cinnamon,balsamic
17422,woode,woody
826,sweet,balsamic
826,fruit,fruity
826,cherre,fruity
826,coumarin,spicy
826,floral,floral
17797,green,green
8538,fish,fishy
8750,apple,fruity
8750,fruit,fruity
8865,sweet,balsamic
8865,woode,woody
8865,vanilla,balsamic
11654,citru,citrus
11654,fat,fatty
19969,fruit,fruity
13622,muste,earthy
13622,sweet,balsamic
13622,floral,floral
13622,strawberre,fruity
12856,green,green
10105,woode,woody
887,sweet,balsamic
887,balsam,balsamic
887,spice,spicy
887,green,green
8759,sour,fatty
8759,fruit,fruity
8759,balsam,balsamic
8717,sweet,balsamic
8717,fruit,fruity
8717,balsam,balsamic
15026,green,green
15026,vegetable,vegetable
15026,fruit,fruity
15026,fat,fatty
15026,watermelon,fruity
15026,cucumber,vegetable
15026,floral,floral
9575,green,green
15736,woode,woody
15736,spice,spicy
12202,medicinal,medicinal
12202,horseradish,vegetable
12202,oile,fatty
19895,muste,earthy
19895,earth,earthy
15279,sweet,balsamic
15279,green,green
11679,sweet,balsamic
11679,caramel,balsamic
12029,oile,fatty
12029,fruit,fruity
12029,floral,floral
9863,nut,nutty
9339,green,green
9373,meat,meaty
9191,sweet,balsamic
9191,earth,earthy
12253,fruit,fruity
16864,sweet,balsamic
16864,fruit,fruity
16864,pineapple,fruity
16864,apple,fruity
8086,fat,fatty
8086,fruit,fruity
8086,apple,fruity
17454,woode,woody
12157,rose,floral
12157,balsam,balsamic
12157,honee,balsamic
12157,floral,floral
8073,fruit,fruity
8073,sweet,balsamic
13233,sweet,balsamic
2291,fruit,fruity
2291,banana,fruity
2291,berre,fruity
20059,green,green
19934,sweet,balsamic
19934,fruit,fruity
19934,apple,fruity
14979,woode,woody
14979,fennel,herbaceous
12627,fruit,fruity
12627,cream,fatty
12627,soape,soapy
15740,sweet,balsamic
15740,woode,woody
15740,clove,herbaceous
20304,apple,fruity
4834,fruit,fruity
4834,rose,floral
4834,spice,spicy
16204,fat,fatty
16204,fruit,fruity
9867,nut,nutty
12086,earth,earthy
12086,alcohol,chemical
12086,whiskee,wine_like
12086,nut,nutty
8748,sweet,balsamic
8748,fruit,fruity
8549,spice,spicy
8549,carnation,floral
15271,strawberre,fruity
15271,raspberre,fruity
15271,plum,fruity
16163,lavender,floral
16163,woode,woody
16163,green,green
16163,tomato,vegetable
15306,woode,woody
15873,sweet,balsamic
15873,grape,fruity
15873,fruit,fruity
15873,floral,floral
15873,berre,fruity
9802,meat,meaty
3011,fat,fatty
3011,coconut,fruity
12557,sweet,balsamic
12557,rose,floral
12557,floral,floral
9015,cherre,fruity
9015,almond,nutty
9015,sweet,balsamic
19863,sulfur,chemical
19863,green,green
19863,leafe,green
19863,vegetable,vegetable
9964,green,green
9964,fruit,fruity
9964,oile,fatty
12191,sweet,balsamic
12191,spice,spicy
12191,balsam,balsamic
9642,green,green
8282,meat,meaty
8282,sulfur,chemical
15066,fruit,fruity
15066,tobacco,tobacco
15066,oile,fatty
8866,sweet,balsamic
8866,vanilla,balsamic
8866,muste,earthy
17699,spice,spicy
17699,cinnamon,balsamic
21127,fruit,fruity
21127,oile,fatty
13902,woode,woody
1363,fruit,fruity
1363,sweet,balsamic
1363,pineapple,fruity
1363,banana,fruity
20089,green,green
20089,celere,vegetable
8785,balsam,balsamic
8785,sweet,balsamic
16175,green,green
16175,minte,minty
13819,sulfur,chemical
7820,earth,earthy
11270,nut,nutty
9194,sweet,balsamic
9194,rose,floral
9194,fruit,fruity
12763,fat,fatty
15872,fruit,fruity
15872,rum,wine_like
12037,earth,earthy
12037,oile,fatty
12847,sweet,balsamic
12847,balsam,balsamic
12847,oile,fatty
15313,fruit,fruity
15313,pineapple,fruity
9823,sweet,balsamic
9823,vanilla,balsamic
9823,cream,fatty
9823,floral,floral
9397,sweet,balsamic
9397,sour,fatty
8284,sulfur,chemical
2292,lavender,floral
2292,peach,fruity
2292,apricot,fruity
1028,sweet,balsamic
1028,floral,floral
1028,spice,spicy
1028,balsam,balsamic
9190,fat,fatty
3485,orange,citrus
3485,floral,floral
3485,fat,fatty
3485,peach,fruity
17810,green,green
17810,horseradish,vegetable
9319,minte,minty
8794,sweet,balsamic
8794,fruit,fruity
8794,cherre,fruity
8794,earth,earthy
8794,mushroom,earthy
8794,rose,floral
8794,plastic,chemical
14466,fruit,fruity
14466,sweet,balsamic
14466,rose,floral
19933,green,green
19933,sweet,balsamic
19933,vegetable,vegetable
21922,green,green
21922,almond,nutty
21922,sweet,balsamic
15575,balsam,balsamic
15575,earth,earthy
8534,peanut,nutty
8534,nut,nutty
8534,woode,woody
17354,spice,spicy
17354,green,green
1366,sweet,balsamic
1366,fruit,fruity
1366,rum,wine_like
1366,grape,fruity
1366,pineapple,fruity
20025,fruit,fruity
20025,pineapple,fruity
20025,animal,animal
16412,oile,fatty
16412,fat,fatty
16412,peach,fruity
18361,sulfur,chemical
12406,sweet,balsamic
12406,spice,spicy
12406,carnation,floral
12406,floral,floral
9864,nut,nutty
8298,fruit,fruity
774,sweet,balsamic
774,spice,spicy
774,woode,woody
774,caramel,balsamic
29919,sweet,balsamic
29919,balsam,balsamic
29919,cherre,fruity
11950,sweet,balsamic
11950,floral,floral
11950,soape,soapy
15086,fruit,fruity
15086,coconut,fruity
15086,lemon,citrus
8084,leafe,green
8084,green,green
8084,tomato,vegetable
8084,melon,citrus
8084,apple,fruity
19305,earth,earthy
19305,sweet,balsamic
19503,butter,fatty
19503,oile,fatty
19503,fat,fatty
3427,spice,spicy
8044,meat,meaty
8044,sulfur,chemical
11863,sweet,balsamic
11863,butter,balsamic
15101,fruit,fruity
15101,honee,balsamic
15101,leafe,green
10043,fruit,fruity
10563,sweet,balsamic
10563,gardenia,floral
8137,sulfur,chemical
3354,mushroom,earthy
10139,fruit,fruity
10139,berre,fruity
10139,butter,fatty
3371,sweet,balsamic
3371,floral,floral
3371,oile,fatty
3371,fruit,fruity
13576,minte,minty
13576,medicinal,medicinal
21168,nut,nutty
19931,sweet,balsamic
19931,green,green
15091,fruit,fruity
15091,cream,fatty
15091,butter,fatty
19847,hazelnut,nutty
19847,almond,nutty
19847,peanut,nutty
8532,sweet,balsamic
11675,spice,spicy
11675,woode,woody
11675,floral,floral
11675,anise,balsamic
8550,fat,fatty
8550,soape,soapy
12415,oile,fatty
12415,green,green
12415,fruit,fruity
12415,cream,fatty
21453,sweet,balsamic
21453,raspberre,fruity
9289,floral,floral
9289,green,green
9289,fruit,fruity
6368,woode,woody
6368,sweet,balsamic
8180,vegetable,vegetable
18003,balsam,balsamic
18003,chocolate,balsamic
18003,animal,animal
18003,tobacco,tobacco
8746,floral,floral
8746,rose,floral
14930,muste,earthy
14930,nut,nutty
14930,earth,earthy
17007,sweet,balsamic
17007,green,green
17007,fruit,fruity
17007,apple,fruity
17007,pear,fruity
17007,grape,fruity
17007,berre,fruity
14700,woode,woody
14700,sweet,balsamic
8791,animal,animal
9458,sulfur,chemical
16014,sweet,balsamic
16014,caramel,balsamic
16014,maple,woody
20208,woode,woody
9789,fruit,fruity
29904,fruit,fruity
29904,apricot,fruity
12457,sweet,balsamic
12462,wintergreen,green
14914,minte,minty
14914,medicinal,medicinal
14914,woode,woody
14914,green,green
9259,meat,meaty
15083,sweet,balsamic
15083,fruit,fruity
15083,green,green
9844,sulfur,chemical
11120,sulfur,chemical
11120,green,green
19912,fruit,fruity
19912,rose,floral
19912,rum,wine_like
9395,fruit,fruity
9395,berre,fruity
6726,sulfur,chemical
9565,green,green
1022,fruit,fruity
1022,cream,fatty
1022,balsam,balsamic
2937,sweet,balsamic
2937,green,green
2937,cucumber,vegetable
2937,melon,citrus
2937,oile,fatty
2949,fat,fatty
1327,sweet,balsamic
1327,fruit,fruity
1327,green,green
1327,apple,fruity
12003,sweet,balsamic
12003,balsam,balsamic
12003,floral,floral
11838,green,green
11838,balsam,balsamic
9360,minte,minty
9360,seede,seedy
13957,woode,woody
11432,nut,nutty
8784,spice,spicy
8784,cinnamon,balsamic
20097,green,green
20097,floral,floral
20097,lime,citrus
13627,floral,floral
13627,rose,floral
10137,fruit,fruity
10137,green,green
9828,fruit,fruity
9828,orange,citrus
19687,hazelnut,nutty
12427,fat,fatty
12427,coconut,fruity
12427,nut,nutty
12427,earth,earthy
14986,meat,meaty
3242,fruit,fruity
3242,green,green
3242,apple,fruity
3242,fat,fatty
9786,minte,minty
8528,nut,nutty
8528,muste,earthy
8528,earth,earthy
729,sweet,balsamic
729,caramel,balsamic
12758,sweet,balsamic
12758,floral,floral
12758,nut,nutty
9375,fruit,fruity
9375,pineapple,fruity
3312,fat,fatty
3312,green,green
3312,cucumber,vegetable
3312,melon,citrus
19852,nut,nutty
19852,vegetable,vegetable
14621,citru,citrus
12720,fat,fatty
12720,muste,earthy
12720,caramel,balsamic
3213,sulfur,chemical
874,floral,floral
874,orange,citrus
874,blossom,floral
874,grape,fruity
20094,green,green
20094,floral,floral
20094,fruit,fruity
9968,fruit,fruity
9968,green,green
9968,vegetable,vegetable
16746,green,green
16746,fruit,fruity
9557,fruit,fruity
9557,green,green
9557,vegetable,vegetable
21929,green,green
21929,fruit,fruity
19509,fat,fatty
10900,oile,fatty
10900,fat,fatty
12498,fish,fishy
8308,almond,nutty
8308,cherre,fruity
14939,minte,minty
14939,green,green
16743,fruit,fruity
16743,green,green
16743,pineapple,fruity
16743,cherre,fruity
9316,green,green
9316,citru,citrus
11101,fruit,fruity
11101,sweet,balsamic
11101,cream,fatty
809,sweet,balsamic
809,green,green
9187,citru,citrus
9043,fish,fishy
15574,spice,spicy
12991,fruit,fruity
12991,floral,floral
12991,cream,fatty
12213,plastic,chemical
12213,fruit,fruity
21483,wintergreen,green
21483,almond,nutty
21483,floral,floral
10405,fruit,fruity
10405,green,green
10405,banana,fruity
10405,pear,fruity
29852,minte,minty
14555,floral,floral
21917,fruit,fruity
15047,green,green
15047,fat,fatty
15047,oile,fatty
15047,nut,nutty
10898,earth,earthy
10898,woode,woody
2594,balsam,balsamic
1324,sour,fatty
1324,cheese,fatty
17798,green,green
10960,nut,nutty
10960,peanut,nutty
10960,butter,fatty
10960,walnut,nutty
10960,caramel,balsamic
13724,sweet,balsamic
13616,floral,floral
13616,sweet,balsamic
13616,rose,floral
13616,honee,balsamic
13616,balsam,balsamic
9822,floral,floral
9822,fruit,fruity
846,sweet,balsamic
846,cream,fatty
846,vanilla,balsamic
17274,cream,fatty
17274,fat,fatty
17274,sweet,balsamic
16813,balsam,balsamic
16813,floral,floral
16813,woode,woody
16813,honee,balsamic
12005,sweet,balsamic
12005,balsam,balsamic
12005,fruit,fruity
12005,spice,spicy
12005,berre,fruity
9044,sulfur,chemical
19217,vegetable,vegetable
3280,fruit,fruity
3280,floral,floral
3280,apple,fruity
3280,pineapple,fruity
9643,strawberre,fruity
9643,sweet,balsamic
12452,plum,fruity
12452,earth,earthy
12452,green,green
15019,fruit,fruity
15019,woode,woody
9325,floral,floral
9325,fruit,fruity
12117,green,green
12117,cream,fatty
12117,citru,citrus
12117,orange,citrus
12117,cheese,fatty
12117,fruit,fruity
3316,fat,fatty
17270,fruit,fruity
17270,green,green
3368,sweet,balsamic
3368,floral,floral
3368,fruit,fruity
19491,earth,earthy
19491,nut,nutty
13900,fat,fatty
19255,fruit,fruity
19255,sweet,balsamic
8790,animal,animal
9606,sweet,balsamic
9606,chocolate,balsamic
12617,sweet,balsamic
12617,balsam,balsamic
13764,sweet,balsamic
13764,fruit,fruity
13764,citru,citrus
744,fat,fatty
744,citru,citrus
744,earth,earthy
744,rose,floral
744,floral,floral
9183,meat,meaty
9183,nut,nutty
10561,sweet,balsamic
10561,floral,floral
10561,honee,balsamic
10561,almond,nutty
9567,fat,fatty
9567,green,green
19957,sulfur,chemical
19957,green,green
29899,sweet,balsamic
29899,fruit,fruity
19425,fruit,fruity
16225,fruit,fruity
16225,sweet,balsamic
16225,woode,woody
14800,woode,woody
14800,smoke,smoky
3013,fruit,fruity
3013,citru,citrus
3013,floral,floral
3013,orange,citrus
16320,fruit,fruity
16320,cream,fatty
897,fruit,fruity
897,grape,fruity
19684,hazelnut,nutty
12034,muste,earthy
12034,nut,nutty
16872,sweet,balsamic
16872,green,green
16872,floral,floral
16872,fruit,fruity
16872,sour,fatty
16872,apple,fruity
16872,rose,floral
16872,caramel,balsamic
12461,sulfur,chemical
12461,meat,meaty
12065,butter,fatty
9808,fruit,fruity
15981,minte,minty
11811,sweet,balsamic
11811,cream,fatty
2939,green,green
2939,mushroom,earthy
13899,fruit,fruity
13899,pineapple,fruity
8049,fat,fatty
8049,green,green
16321,meat,meaty
16321,fat,fatty
16321,sulfur,chemical
15336,spice,spicy
898,green,green
898,floral,floral
898,woode,woody
21928,citru,citrus
15244,woode,woody
8215,green,green
8215,cheese,fatty
8215,butter,fatty
9389,fruit,fruity
12610,fruit,fruity
21545,spice,spicy
21545,clove,herbaceous
8120,sulfur,chemical
8120,meat,meaty
19889,sweet,balsamic
19889,green,green
19889,fruit,fruity
19889,floral,floral
19889,apple,fruity
19889,cherre,fruity
19889,apricot,fruity
9609,nut,nutty
13890,fat,fatty
13890,fruit,fruity
13890,melon,citrus
933,sour,fatty
15357,sweet,balsamic
10836,oile,fatty
17286,fat,fatty
17286,green,green
17286,cucumber,vegetable
17286,pepper,pepper
17286,fruit,fruity
17286,watermelon,fruity
10442,sweet,balsamic
10442,nut,nutty
776,sweet,balsamic
776,nut,nutty
776,coumarin,spicy
776,tobacco,tobacco
9411,fruit,fruity
15071,fruit,fruity
15770,fruit,fruity
18757,sweet,balsamic
18757,fruit,fruity
18757,berre,fruity
18757,green,green
18757,apple,fruity
16336,citru,citrus
16336,green,green
9294,sweet,balsamic
19970,fruit,fruity
19970,citru,citrus
8769,celere,vegetable
12093,anise,balsamic
9394,caramel,balsamic
9394,nut,nutty
18434,fruit,fruity
18434,sulfur,chemical
15776,green,green
15776,hyacinth,floral
806,cherre,fruity
16873,sweet,balsamic
16873,butter,fatty
16873,fruit,fruity
16873,caramel,balsamic
21771,sulfur,chemical
16742,green,green
16742,muste,earthy
16742,fruit,fruity
13418,meat,meaty
14617,minte,minty
16156,meat,meaty
11676,fat,fatty
11676,nut,nutty
11676,violet,floral
5806,sweet,balsamic
5806,woode,woody
5806,rose,floral
11163,muste,earthy
11163,nut,nutty
11163,vegetable,vegetable
11163,chocolate,balsamic
14359,potato,vegetable
14359,fruit,fruity
13599,fruit,fruity
13599,floral,floral
13599,vanilla,balsamic
9865,nut,nutty
16333,fat,fatty
16333,melon,citrus
16333,green,green
16333,pear,fruity
9366,sulfur,chemical
9366,fruit,fruity
15468,woode,woody
15468,green,green
15090,sweet,balsamic
15090,green,green
15090,fruit,fruity
15090,apple,fruity
15090,pear,fruity
15090,fat,fatty
9293,meat,meaty
9293,bacon,meaty
